ledger_id,contract_id,created_at,period,ledger_type,ledger_status,initial_balance,balance,due_date,paid_off_date
8bisc11,alq2l,2020-07-20T09:27:47.618,3,INTEREST,UNPAID,80480,80480,2020-10-20T16:59:59.000,
lhdgf4k,alq2l,2020-07-20T09:27:47.618,3,PRINCIPAL,UNPAID,1006020,1006020,2020-10-20T16:59:59.000,
g2mq1yq,alq2l,2020-08-23T17:05:32.007,1,LATE_FEE,UNPAID,246500,246500,2020-08-20T16:59:59.999,
6xwvl1d,aw1fx,2020-07-20T04:14:44.512,1,INTEREST,PAID,312000,0,2020-08-20T16:59:59.000,2020-08-10T13:08:25
z8kjk2k,aw1fx,2020-07-20T04:14:44.512,1,PRINCIPAL,PAID,1201500,0,2020-08-20T16:59:59.000,2020-08-10T13:08:25
m6yr893,aw1fx,2020-07-20T04:14:44.512,2,INTEREST,PAID,215880,0,2020-09-20T16:59:59.000,2020-09-14T11:14:16
hcac056,aw1fx,2020-07-20T04:14:44.512,2,PRINCIPAL,PAID,1297620,0,2020-09-20T16:59:59.000,2020-09-14T11:14:16
lj17hdr,aw1fx,2020-07-20T04:14:44.512,3,INTEREST,PAID,112070.4,0,2020-10-20T16:59:59.000,2020-09-28T02:08:13
wi56t3v,aw1fx,2020-07-20T04:14:44.512,3,PRINCIPAL,PAID,1401429.6,0,2020-10-20T16:59:59.000,2020-09-28T02:08:13
9pwfwa3,b5weu,2020-09-23T17:08:18.538,2,LATE_FEE,PAID,35000,0,2020-09-20T16:59:59.999,2020-09-25T09:36:35
m08d5ea,b5weu,2020-07-20T07:54:49.882,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-04T01:37:50
aiaoy7n,b5weu,2020-07-20T07:54:49.882,1,PRINCIPAL,PAID,950500,0,2020-08-20T16:59:59.999,2020-08-04T01:37:50
oo782hk,b5weu,2020-07-20T07:54:49.882,4,PRINCIPAL,UNPAID,950500,950500,2020-11-20T16:59:59.999,
kqxpd0u,b5weu,2020-07-20T07:54:49.882,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
fo8ml31,b5weu,2020-07-20T07:54:49.882,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-25T09:36:35
fa1tco0,b5weu,2020-07-20T07:54:49.882,2,PRINCIPAL,PAID,950500,0,2020-09-20T16:59:59.999,2020-09-25T09:36:35
rxxrfdj,b5weu,2020-07-20T07:54:49.882,5,PRINCIPAL,UNPAID,950500,950500,2020-12-20T16:59:59.999,
uwqm9np,b5weu,2020-07-20T07:54:49.882,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
d9v0tbs,b5weu,2020-07-20T07:54:49.882,3,PRINCIPAL,UNPAID,950500,950500,2020-10-20T16:59:59.999,
mva5at8,b5weu,2020-07-20T07:54:49.882,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
onhwfnd,b5weu,2020-07-20T07:54:49.882,6,PRINCIPAL,UNPAID,950500,950500,2021-01-20T16:59:59.999,
3zc7k4o,b5weu,2020-07-20T07:54:49.882,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
itzfuqw,bgyp0,2020-09-23T17:08:14.668,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
oi2z76y,bgyp0,2020-07-20T04:04:21.462,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
w793cl3,bgyp0,2020-07-20T04:04:21.462,1,PRINCIPAL,UNPAID,959500,959500,2020-08-20T16:59:59.999,
hpki310,bgyp0,2020-07-20T04:04:21.462,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
krqgfxc,bgyp0,2020-07-20T04:04:21.462,4,PRINCIPAL,UNPAID,959500,959500,2020-11-20T16:59:59.999,
mo566zw,bgyp0,2020-07-20T04:04:21.462,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
pwob3qh,bgyp0,2020-07-20T04:04:21.462,2,PRINCIPAL,UNPAID,959500,959500,2020-09-20T16:59:59.999,
kblhlc8,bgyp0,2020-07-20T04:04:21.462,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
i46ffmk,bgyp0,2020-07-20T04:04:21.462,5,PRINCIPAL,UNPAID,959500,959500,2020-12-20T16:59:59.999,
uqafybb,bgyp0,2020-07-20T04:04:21.462,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
0u6ide9,bgyp0,2020-07-20T04:04:21.462,3,PRINCIPAL,UNPAID,959500,959500,2020-10-20T16:59:59.999,
xevyjxi,bgyp0,2020-07-20T04:04:21.462,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
an6wp2a,bgyp0,2020-07-20T04:04:21.462,6,PRINCIPAL,UNPAID,959500,959500,2021-01-20T16:59:59.999,
aksbrkr,bgyp0,2020-08-23T17:09:05.289,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
3qrkugx,bjcwy,2020-09-23T17:08:16.096,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
aht4785,bjcwy,2020-07-20T04:06:05.309,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
xasoeqx,bjcwy,2020-07-20T04:06:05.309,1,PRINCIPAL,UNPAID,646000,646000,2020-08-20T16:59:59.999,
ulgnqbi,bjcwy,2020-07-20T04:06:05.309,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
upvqkjl,bjcwy,2020-07-20T04:06:05.309,4,PRINCIPAL,UNPAID,646000,646000,2020-11-20T16:59:59.999,
xp5i9iu,bjcwy,2020-07-20T04:06:05.309,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
w11p4jx,bjcwy,2020-07-20T04:06:05.309,2,PRINCIPAL,UNPAID,646000,646000,2020-09-20T16:59:59.999,
3bsso64,bjcwy,2020-07-20T04:06:05.309,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
h0xsv24,bjcwy,2020-07-20T04:06:05.309,5,PRINCIPAL,UNPAID,646000,646000,2020-12-20T16:59:59.999,
jefde3w,bjcwy,2020-07-20T04:06:05.309,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
1foyawi,bjcwy,2020-07-20T04:06:05.309,3,PRINCIPAL,UNPAID,646000,646000,2020-10-20T16:59:59.999,
mo49g4y,bjcwy,2020-07-20T04:06:05.309,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
z3dzep1,bjcwy,2020-07-20T04:06:05.309,6,PRINCIPAL,UNPAID,646000,646000,2021-01-20T16:59:59.999,
spg11bl,bjcwy,2020-08-23T17:09:03.031,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
awxoe6h,bmmv1,2020-07-20T05:22:16.255,1,INTEREST,PAID,312000,0,2020-08-20T16:59:59.000,2020-08-19T08:39:52
f421ucn,bmmv1,2020-07-20T05:22:16.255,1,PRINCIPAL,PAID,1201500,0,2020-08-20T16:59:59.000,2020-08-19T08:39:52
jkszp8p,bmmv1,2020-07-20T05:22:16.255,2,INTEREST,PAID,215880,0,2020-09-20T16:59:59.000,2020-09-11T08:35:10
wfvuynx,bmmv1,2020-07-20T05:22:16.255,2,PRINCIPAL,PAID,1297620,0,2020-09-20T16:59:59.000,2020-09-11T08:35:10
wbh0s5h,bmmv1,2020-07-20T05:22:16.255,3,INTEREST,PAID,112070.4,0,2020-10-20T16:59:59.000,2020-10-04T14:20:05
05m6tmf,bmmv1,2020-07-20T05:22:16.255,3,PRINCIPAL,PAID,1401429.6,0,2020-10-20T16:59:59.000,2020-10-04T14:20:05
tx0i5ft,bv12c,2020-09-23T17:08:18.416,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
z9dyx5x,bv12c,2020-07-20T07:55:02.047,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-20T14:20:43
hyul3nm,bv12c,2020-07-20T07:55:02.047,1,PRINCIPAL,PAID,379000,0,2020-08-20T16:59:59.999,2020-08-20T14:20:43
brtbzgw,bv12c,2020-07-20T07:55:02.047,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
5j3rwi6,bv12c,2020-07-20T07:55:02.047,4,PRINCIPAL,UNPAID,379000,379000,2020-11-20T16:59:59.999,
mq5yjyf,bv12c,2020-07-20T07:55:02.047,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
gw888io,bv12c,2020-07-20T07:55:02.047,2,PRINCIPAL,UNPAID,379000,379000,2020-09-20T16:59:59.999,
52y279v,bv12c,2020-07-20T07:55:02.047,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
6fynb3w,bv12c,2020-07-20T07:55:02.047,5,PRINCIPAL,UNPAID,379000,379000,2020-12-20T16:59:59.999,
8fam1yb,bv12c,2020-07-20T07:55:02.047,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
uoz6uy8,bv12c,2020-07-20T07:55:02.047,3,PRINCIPAL,UNPAID,379000,379000,2020-10-20T16:59:59.999,
i5cnhvq,bv12c,2020-07-20T07:55:02.047,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
0u2c8dn,bv12c,2020-07-20T07:55:02.047,6,PRINCIPAL,UNPAID,379000,379000,2021-01-20T16:59:59.999,
mujs0qg,c27js,2020-09-23T17:08:20.260,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
tv1kzn5,c27js,2020-07-20T09:31:24.276,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-07-20T11:51:34
92k9leh,c27js,2020-07-20T09:31:24.276,1,PRINCIPAL,PAID,464500,0,2020-08-20T16:59:59.999,2020-07-20T11:51:34
kcaog6w,c27js,2020-07-20T09:31:24.276,4,PRINCIPAL,UNPAID,464500,464500,2020-11-20T16:59:59.999,
w57t8u8,c27js,2020-07-20T09:31:24.276,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
9h4f41n,c27js,2020-07-20T09:31:24.276,2,PRINCIPAL,UNPAID,464500,464500,2020-09-20T16:59:59.999,
n6474uv,c27js,2020-07-20T09:31:24.276,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
im6wqhf,c27js,2020-07-20T09:31:24.276,5,PRINCIPAL,UNPAID,464500,464500,2020-12-20T16:59:59.999,
itag4so,c27js,2020-07-20T09:31:24.276,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
f7owl5k,c27js,2020-07-20T09:31:24.276,3,PRINCIPAL,UNPAID,464500,464500,2020-10-20T16:59:59.999,
fog9rje,c27js,2020-07-20T09:31:24.276,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
ylh87yo,c27js,2020-07-20T09:31:24.276,6,PRINCIPAL,UNPAID,464500,464500,2021-01-20T16:59:59.999,
d9g49rc,c27js,2020-07-20T09:31:24.276,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
cmlqnw5,d3r62,2020-09-23T17:08:16.833,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
qjvqied,d3r62,2020-07-20T04:29:28.022,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-09-01T01:38:36
kqywkec,d3r62,2020-07-20T04:29:28.022,1,PRINCIPAL,PAID,324000,0,2020-08-20T16:59:59.999,2020-09-01T01:38:36
gpsyo13,d3r62,2020-07-20T04:29:28.022,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
8mfh4qp,d3r62,2020-07-20T04:29:28.022,4,PRINCIPAL,UNPAID,324000,324000,2020-11-20T16:59:59.999,
amk9spw,d3r62,2020-07-20T04:29:28.022,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
qff84u0,d3r62,2020-07-20T04:29:28.022,2,PRINCIPAL,UNPAID,324000,324000,2020-09-20T16:59:59.999,
ww4dwef,d3r62,2020-07-20T04:29:28.022,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
o5umu42,d3r62,2020-07-20T04:29:28.022,5,PRINCIPAL,UNPAID,324000,324000,2020-12-20T16:59:59.999,
nakug5h,d3r62,2020-07-20T04:29:28.022,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
pxys0n0,d3r62,2020-07-20T04:29:28.022,3,PRINCIPAL,UNPAID,324000,324000,2020-10-20T16:59:59.999,
yakwtqq,d3r62,2020-07-20T04:29:28.022,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
czwr6du,d3r62,2020-07-20T04:29:28.022,6,PRINCIPAL,UNPAID,324000,324000,2021-01-20T16:59:59.999,
vazt7dd,d3r62,2020-08-23T17:09:08.305,1,LATE_FEE,PAID,130000,0,2020-08-20T16:59:59.999,2020-09-01T01:38:36
q462hw1,dqrk5,2020-09-23T17:08:18.099,2,LATE_FEE,UNPAID,309000,309000,2020-09-20T16:59:59.999,
v0ni5wp,dqrk5,2020-07-20T04:30:41.476,1,PRINCIPAL,UNPAID,309500,309500,2020-08-20T16:59:59.999,
vwbwlqu,dqrk5,2020-07-20T04:30:41.476,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
63tcetw,dqrk5,2020-07-20T04:30:41.476,4,PRINCIPAL,UNPAID,309500,309500,2020-11-20T16:59:59.999,
0x1pbwv,dqrk5,2020-07-20T04:30:41.476,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
91lsagg,dqrk5,2020-07-20T04:30:41.476,2,PRINCIPAL,UNPAID,309500,309500,2020-09-20T16:59:59.999,
h2xvsoh,dqrk5,2020-07-20T04:30:41.476,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
mqy10v0,dqrk5,2020-07-20T04:30:41.476,3,PRINCIPAL,UNPAID,309500,309500,2020-10-20T16:59:59.999,
lw8xzzl,dqrk5,2020-07-20T04:30:41.476,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
0jkma0b,dqrk5,2020-08-23T17:09:03.837,1,LATE_FEE,UNPAID,309000,309000,2020-08-20T16:59:59.999,
stao7dj,dtxll,2020-07-20T22:00:20.432,2,INTEREST,PAID,155000,0,2020-09-21T16:59:59.000,2020-09-21T04:41:02
2mvb7mb,dtxll,2020-07-20T22:00:20.432,2,PRINCIPAL,PAID,931500,0,2020-09-21T16:59:59.000,2020-09-21T04:41:02
lj6bbcn,dtxll,2020-07-20T22:00:20.432,1,INTEREST,PAID,224000,0,2020-08-21T16:59:59.000,2020-08-21T10:07:35
gnqjy05,dtxll,2020-07-20T22:00:20.432,1,PRINCIPAL,PAID,862500,0,2020-08-21T16:59:59.000,2020-08-21T10:07:35
k88onn5,dtxll,2020-07-20T22:00:20.432,3,PRINCIPAL,PAID,1006020,0,2020-10-21T16:59:59.000,2020-10-11T09:00:00
jaie7bq,dtxll,2020-07-20T22:00:20.432,3,INTEREST,PAID,80480,0,2020-10-21T16:59:59.000,2020-10-11T09:00:00
yx5an2l,e89wf,2020-09-23T17:08:14.041,2,LATE_FEE,UNPAID,193500,193500,2020-09-20T16:59:59.999,
j72zo9p,e89wf,2020-07-20T04:04:55.405,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-19T12:35:39
dtab3d9,e89wf,2020-07-20T04:04:55.405,1,PRINCIPAL,PAID,194500,0,2020-08-20T16:59:59.999,2020-08-19T12:35:39
7pofgb7,e89wf,2020-07-20T04:04:55.405,4,PRINCIPAL,UNPAID,194500,194500,2020-11-20T16:59:59.999,
5n8y3yi,e89wf,2020-07-20T04:04:55.405,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
7rn17c0,e89wf,2020-07-20T04:04:55.405,2,PRINCIPAL,UNPAID,194500,194500,2020-09-20T16:59:59.999,
vs6nii8,e89wf,2020-07-20T04:04:55.405,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
b267u8z,e89wf,2020-07-20T04:04:55.405,5,PRINCIPAL,UNPAID,194500,194500,2020-12-20T16:59:59.999,
coxkdo3,e89wf,2020-07-20T04:04:55.405,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
1gwz24k,e89wf,2020-07-20T04:04:55.405,3,PRINCIPAL,UNPAID,194500,194500,2020-10-20T16:59:59.999,
qcnh1r0,e89wf,2020-07-20T04:04:55.405,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
mrm0xfp,e89wf,2020-07-20T04:04:55.405,6,PRINCIPAL,UNPAID,194500,194500,2021-01-20T16:59:59.999,
4yjrjqb,e89wf,2020-07-20T04:04:55.405,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
qw5fafg,f7aqq,2020-09-23T17:08:17.573,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
63lkyaz,f7aqq,2020-07-20T06:22:32.611,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
s25ch2d,f7aqq,2020-07-20T06:22:32.611,1,PRINCIPAL,UNPAID,646000,646000,2020-08-20T16:59:59.999,
sxyf5xc,f7aqq,2020-07-20T06:22:32.611,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
7gicl2h,f7aqq,2020-07-20T06:22:32.611,4,PRINCIPAL,UNPAID,646000,646000,2020-11-20T16:59:59.999,
fo7hozh,f7aqq,2020-07-20T06:22:32.611,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
5k4r597,f7aqq,2020-07-20T06:22:32.611,2,PRINCIPAL,UNPAID,646000,646000,2020-09-20T16:59:59.999,
j3upasu,f7aqq,2020-07-20T06:22:32.611,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
tfsbbry,f7aqq,2020-07-20T06:22:32.611,5,PRINCIPAL,UNPAID,646000,646000,2020-12-20T16:59:59.999,
dhhhndb,f7aqq,2020-07-20T06:22:32.611,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
k91thaw,f7aqq,2020-07-20T06:22:32.611,3,PRINCIPAL,UNPAID,646000,646000,2020-10-20T16:59:59.999,
wsmxuul,f7aqq,2020-07-20T06:22:32.611,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
3ivoogm,f7aqq,2020-07-20T06:22:32.611,6,PRINCIPAL,UNPAID,646000,646000,2021-01-20T16:59:59.999,
17u349f,f7aqq,2020-08-23T17:09:07.623,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
q9xppbn,fe1x9,2020-07-20T01:37:47.511,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-18T05:43:39
xct1lo5,fe1x9,2020-07-20T01:37:47.511,1,PRINCIPAL,PAID,116000,0,2020-08-20T16:59:59.999,2020-08-18T05:43:39
0zsyz6v,fe1x9,2020-07-20T01:37:47.511,4,PRINCIPAL,UNPAID,116000,116000,2020-11-20T16:59:59.999,
kzmaxzh,fe1x9,2020-07-20T01:37:47.511,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
rs89nk7,fe1x9,2020-07-20T01:37:47.511,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-07T01:00:08
wx2t9b2,fe1x9,2020-07-20T01:37:47.511,2,PRINCIPAL,PAID,116000,0,2020-09-20T16:59:59.999,2020-09-07T01:00:08
9e4mc2r,fe1x9,2020-07-20T01:37:47.511,5,PRINCIPAL,UNPAID,116000,116000,2020-12-20T16:59:59.999,
zqu2scc,fe1x9,2020-07-20T01:37:47.511,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
e407iui,fe1x9,2020-07-20T01:37:47.511,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-10-07T01:12:18
guoan8g,fe1x9,2020-07-20T01:37:47.511,3,PRINCIPAL,PAID,116000,0,2020-10-20T16:59:59.999,2020-10-07T01:12:18
hqjyfb7,fe1x9,2020-07-20T01:37:47.511,6,PRINCIPAL,UNPAID,116000,116000,2021-01-20T16:59:59.999,
o077vst,fe1x9,2020-07-20T01:37:47.511,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
sj2i1z2,fhua4,2020-07-20T08:06:15.261,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-20T09:53:07
57t2o2x,fhua4,2020-07-20T08:06:15.261,1,PRINCIPAL,PAID,293000,0,2020-08-20T16:59:59.999,2020-08-20T09:53:07
52nugqn,fhua4,2020-07-20T08:06:15.261,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
k13atrg,fhua4,2020-07-20T08:06:15.261,4,PRINCIPAL,UNPAID,293000,293000,2020-11-20T16:59:59.999,
ykrioeq,fhua4,2020-07-20T08:06:15.261,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-20T06:58:56
4sehyts,fhua4,2020-07-20T08:06:15.261,2,PRINCIPAL,PAID,293000,0,2020-09-20T16:59:59.999,2020-09-20T06:58:56
tnvnd51,fhua4,2020-07-20T08:06:15.261,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
wzny4m7,fhua4,2020-07-20T08:06:15.261,5,PRINCIPAL,UNPAID,293000,293000,2020-12-20T16:59:59.999,
0mzccbd,fhua4,2020-07-20T08:06:15.261,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
gxajd4y,fhua4,2020-07-20T08:06:15.261,3,PRINCIPAL,UNPAID,293000,293000,2020-10-20T16:59:59.999,
a92smib,fhua4,2020-07-20T08:06:15.261,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
cp1w92g,fhua4,2020-07-20T08:06:15.261,6,PRINCIPAL,UNPAID,293000,293000,2021-01-20T16:59:59.999,
xz5n76q,fipap,2020-07-20T04:30:58.178,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-21T13:49:22
jbuoy1j,fipap,2020-07-20T04:30:58.178,1,PRINCIPAL,PAID,362500,0,2020-08-20T16:59:59.999,2020-08-21T13:49:22
yovq9sd,fipap,2020-07-20T04:30:58.178,4,PRINCIPAL,UNPAID,362500,362500,2020-11-20T16:59:59.999,
wmrl30y,fipap,2020-07-20T04:30:58.178,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
tjgh4e6,fipap,2020-07-20T04:30:58.178,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-20T14:47:21
oqyf6tg,fipap,2020-07-20T04:30:58.178,2,PRINCIPAL,PAID,362500,0,2020-09-20T16:59:59.999,2020-09-20T14:47:21
mb3rg87,fipap,2020-07-20T04:30:58.178,5,PRINCIPAL,UNPAID,362500,362500,2020-12-20T16:59:59.999,
bovq3r2,fipap,2020-07-20T04:30:58.178,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
v4l3p2o,fipap,2020-07-20T04:30:58.178,3,PRINCIPAL,UNPAID,362500,362500,2020-10-20T16:59:59.999,
5nll47p,fipap,2020-07-20T04:30:58.178,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
khheeng,fipap,2020-07-20T04:30:58.178,6,PRINCIPAL,UNPAID,362500,362500,2021-01-20T16:59:59.999,
z5aowlv,fipap,2020-07-20T04:30:58.178,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
e4y6xj3,gr9qh,2020-09-23T17:08:19.599,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
k9fd0cs,gr9qh,2020-07-20T09:29:54.094,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-24T09:13:29
dukn3uq,gr9qh,2020-07-20T09:29:54.094,1,PRINCIPAL,PAID,754500,0,2020-08-20T16:59:59.999,2020-08-24T09:13:29
kydylht,gr9qh,2020-07-20T09:29:54.094,4,PRINCIPAL,UNPAID,754500,754500,2020-11-20T16:59:59.999,
7j1xghn,gr9qh,2020-07-20T09:29:54.094,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
dwcev2o,gr9qh,2020-07-20T09:29:54.094,2,PRINCIPAL,UNPAID,754500,754500,2020-09-20T16:59:59.999,
67fz62m,gr9qh,2020-07-20T09:29:54.094,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
mvzi29q,gr9qh,2020-07-20T09:29:54.094,3,PRINCIPAL,UNPAID,754500,754500,2020-10-20T16:59:59.999,
6a1kv5x,gr9qh,2020-07-20T09:29:54.094,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
a3le6il,gr9qh,2020-08-23T17:09:11.895,1,LATE_FEE,PAID,25000,0,2020-08-20T16:59:59.999,2020-08-24T09:13:29
tzhvd21,h2yp9,2020-09-23T17:08:16.741,2,LATE_FEE,UNPAID,630000,630000,2020-09-20T16:59:59.999,
h6a2ebp,h2yp9,2020-07-20T04:29:22.533,1,PRINCIPAL,UNPAID,2067500,2067500,2020-08-20T16:59:59.999,
i26h6j2,h2yp9,2020-07-20T04:29:22.533,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
b9r6zt1,h2yp9,2020-07-20T04:29:22.533,2,PRINCIPAL,UNPAID,2067500,2067500,2020-09-20T16:59:59.999,
f71p936,h2yp9,2020-07-20T04:29:22.533,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
imcflkw,h2yp9,2020-08-23T17:09:04.795,1,LATE_FEE,UNPAID,950000,950000,2020-08-20T16:59:59.999,
64myvv9,h4jqa,2020-09-23T17:08:19.831,2,LATE_FEE,UNPAID,201000,201000,2020-09-20T16:59:59.999,
uqw0d9p,h4jqa,2020-07-20T09:42:19.608,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
odml8k3,h4jqa,2020-07-20T09:42:19.608,1,PRINCIPAL,UNPAID,202000,202000,2020-08-20T16:59:59.999,
vfe3j3y,h4jqa,2020-07-20T09:42:19.608,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
vtrkzwo,h4jqa,2020-07-20T09:42:19.608,4,PRINCIPAL,UNPAID,202000,202000,2020-11-20T16:59:59.999,
zvku0h9,h4jqa,2020-07-20T09:42:19.608,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
5cbzdvn,h4jqa,2020-07-20T09:42:19.608,2,PRINCIPAL,UNPAID,202000,202000,2020-09-20T16:59:59.999,
o2zbw70,h4jqa,2020-07-20T09:42:19.608,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
9irx3kk,h4jqa,2020-07-20T09:42:19.608,5,PRINCIPAL,UNPAID,202000,202000,2020-12-20T16:59:59.999,
dgr4atn,h4jqa,2020-07-20T09:42:19.608,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
2j4l22o,h4jqa,2020-07-20T09:42:19.608,3,PRINCIPAL,UNPAID,202000,202000,2020-10-20T16:59:59.999,
2jghmf6,h4jqa,2020-07-20T09:42:19.608,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
c62k5ei,h4jqa,2020-07-20T09:42:19.608,6,PRINCIPAL,UNPAID,202000,202000,2021-01-20T16:59:59.999,
e17v4al,h4jqa,2020-08-23T17:09:08.649,1,LATE_FEE,UNPAID,201000,201000,2020-08-20T16:59:59.999,
fbuoamc,heza0,2020-09-23T17:08:18.145,2,LATE_FEE,WAIVED,70000,0,2020-09-20T16:59:59.999,2020-09-28T09:51:11.358
9tles5o,heza0,2020-07-20T04:40:30.780,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-25T04:30:50
5vq8z5k,heza0,2020-07-20T04:40:30.780,1,PRINCIPAL,PAID,495000,0,2020-08-20T16:59:59.999,2020-08-25T04:30:50
73a02ra,heza0,2020-07-20T04:40:30.780,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-28T14:01:22
